"matter","qcasenumber"
"039408-0835","214CV01445RAS"
"037492-0257","15-02618"
"064346-4754","N13C-08-073 ASB"
"064318-1259","15 cv 9136"
"064346-4602","13-C-155K"
"010502-0003","4:09-cv-01748"
"065379-0007","08-mc-5052"
"106964-7869","16-009261"
"064346-1890","GD 11-6255"
"064346-1414","CGC03421945"
"064346-1204","09-015240"
"018180-0223","2:12-cv-01846"
"108681-0001","17-1474"
"020787-0302","10-C-250"
"065678-0061","SCV-254659 "
"064333-8911","3:12-cv-00744"
"052701-0531","14-3716"
"064345-0229","CGC08274548"
"107120-0077","30-2017-00959428"
"028581-0211","530-2016-02811"
"064333-1517","CGC08274641"
"020770-0001","50-608; NRC2013-0053"
"060771-0079","721600011809DECR"
"064333-3071","CGC09275184"
"014877-0330","A-3027-17"
"001520-0103","283-5-13"
"032425-0011","14 cv 5669"
"061823-0071","KC069675"
"107046-0125","18stcv00703"
"052715-0445","2012-24817"
"106964-8589","16-C-1824"
"059961-0019","10121510"
"123379-0003","ric1905014"
"064346-0348","CGC07274111"
"164346-0823","16-017346 "
"058440-0042","37-2007-00077967"
"103766-0001","1:16-cr-00324-2"
"002360-0001","3:10-cv-50089"
"117003-9799","170501826"
"064333-1564","05-2860"
"101177-0024","GV1401420000"
"060065-0033","RIC1822214"
"002451-0076","14-015211-NP"
"063795-0004","3:06CV-0815"
"001520-0202","17 W0241"
"061942-0138","2017-55427"
"069749-0022","846-2010-30853"
"009532-1500","BC545272"
"002579-0046","12-00652"
"064346-0500","CGC08274855"
"058110-0119","C070654 JSW  "
"041688-0289","480-2015-02736"
"063224-0037","117207/05"
"020787-4656","13-48872-NP"
"049065-0502","C19-01318"
"064346-3523","13-C-295"
"106509-0001","15-cv-04491"
"110352-0046","CIVDS1723322"
"064329-0763","12-001640-NP"
"101141-0029","651527/16"
"064333-6652","24x12001025"
"066407-0029","BC647173"
"066222-0010","0957023CA13"
"000722-0060","317947025"
"041688-0212","B219335"
"000032-0003","CV111650"
"020787-8017","14-C-105KAN"
"058074-0279","12 cv 4686"
"104639-0004","B293240"
"064346-4307","RG13689135"
"064333-4403","BC424221"
"064346-2666","998 of 2012"
"049673-0973","2792"
"000201-0009","01-14-0000-3875"
"020787-1004","00-14698"
"052766-0058","2:12-cv-01637"
"068810-0021","525-2014-00273"
"064333-9120","BC482114"
"064333-2901","BC411092"
"039408-0384","CIV518881"
"042648-0142","1:08-cv-00334"
"063785-0354","743-17"
"067746-0001","107CV081837"
"114262-0053","19-01587"
"037492-0265","15-02583"
"001515-1330","18-7179"
"103971-0016","16-0670"
"020787-8902","15-C-1746"
"118908-0002","17-04834"
"051837-0053","In re: Project Blue"
"064329-2123","15-C-2027"
"119894-0001","2017-0888 "
"068695-0131","56201700499051"
"110184-0019","19-55804"
"020787-9249","161203341"
"000028-3933","451-2007-00317"
"067018-0004","RG07336441"
"051439-0407","UNN-L-3272-19"
"066324-0001","ARB/06/1"
"002157-1451","16-5855"
"037492-0130","01-15-0004-0693"
"068394-0003","L-009868-05"
"052434-0251","219cv06330"
"064346-0031","CGC-04-431981"
"064333-1433","BC388659"
"104907-0867","15-C-468"
"052867-0266","10180870"
"066431-0031","18CV331520"
"064318-0511","24x11000377"
"052701-0486","33 160 00428 11"
"064333-0920","BC365783"
"011911-0013","630, 148, Sec. 22"
"064318-0465","120403789"
"064346-3517","11-005480-NP"
"064346-0310","CGC06457482"
"009532-1863","17-01979"
"032425-0062","190200814"
"066777-0002","BC360003"
"052701-0502","1:12-cv-00286"
"060847-0026","CV114049 EDL"
"100383-0143","132314 CW"
"106965-0110","14-015367-NP"
"015802-0268"," BC570478"
"052715-0667","19stcv13713"
"048766-0145","04-4741 CA"
"106964-5784","RG15795754"
"059716-0037","19stcv38034"
"011721-0015","16-6113"
"041173-3041","13-cv-00997"
"049100-0177","653766/2016"
"060771-0086","1:09-cv-02691"
"064346-8269","14-015196-NP"
"044450-0207","14 cv 1287"
"061180-0016","NC083852"
"018180-0330","2:16-cv-00959"
"020320-0018","17-1548"
"097031-0023","130701296"
"022262-0753","13cv2697"
"007054-0269","19-00090"
"064346-1579","BC444209"
"064345-0181","CGC07274178"
"045390-0526","2:13-cv-05681"
"061873-0005","37201000103944CU-BC-CTL"
"027250-0138","17-cv-06191"
"060809-0000","3:08-cv-03343-SI"
"112848-0003","BC703888"
"056124-0065","07 CV 6012"
"011721-5007"," IPR2016-01774 (Patent 7,224,275 B2)"
"022262-0512","CV05-0458 AHM (JTLX)"
"056375-0004","8:07-cv-01309"
"064346-0387","07-018468"
"027250-0165","19stcv14874"
"064338-0085","RG05210578"
"064346-3212","121003608"
"064346-8512","CL15000384-00"
"009532-0485","30200900290440"
"045706-0045","10-04905"
"052339-0135","18SL-CC00803-01"
"058074-0042","1:07-cv-00568-LPS"
"067696-1211","CGC08274950"
"117003-7007","24x99001970"
"101925-0002","52-034; 52-035"
"064346-7722","14-C-1484"
"103010-0072","608752/18"
"066169-0017","BC433430"
"028675-0034","6825CS"
"046335-0147","18-04327 "
"001482-0054","230-2017-01708"
"064329-1354","13-C-2068"
"101141-0084","18-00437"
"001702-0001","2:12-cv-03789"
"049389-0454","13CV8803"
"066184-0007","16-3965/17-2451"
"027658-0007","07-00666"
"067440-0005","131478"
"069695-0001","25270-07 & 22855-08"
"064333-5688","N11C-02-126"
"164346-0470","16-010406"
"102330-0069","2:14-cv-00022"
"064612-0040","55CV00360DDP"
"067696-1564","11-766278"
"097030-0011","022299-11 "
"120290-0004","19-580821"
"117003-4485","16-000864"
"064346-6770","16-003018"
"052867-0324","530-2018-04895"
"063134-0096"," 0:12-cv-00095"
"058440-0084","B239534"
"129868-0001","WC-CM-487692"
"107020-0002"," BC597674"
"064336-0101","15-C-1225"
"107098-0045","3:14-cv-00190"
"064346-8681","15-003051-NP"
"051439-0410","01-19-0004-4910"
"063331-0100","2:07-cv-03948"
"041688-0588","19 cv 1576"
"057691-0010","04-04995"
"112814-0001","34201480001868, C079260"
"065530-0112","SOM-L-309-18"
"059491-0072","13-00970"
"064346-5533","14-002700-NP"
"064328-0016","200806599"
"064346-5465","14-C-235KAN"
"064385-0174","18 cv 4464"
"042445-0147","CV114382"
"064346-9703","CGC15276467 "
"107161-0047","10 cv 1465"
"064346-0342","CGC07274052"
"049673-0760","18-04396"
"064333-5730","Pierce County Superior Court, WA"
"020787-8986","GD-16-003158"
"046335-0103","10 CV 4030"
"117003-0455","09-C-1771"
"105689-0002","BC661262"
"066131-0017","08 CV 06660"
"107577-0017","30202001129329"
"000741-0087","113AP01249AA"
"064346-4616","11-012069-NP"
"064326-0072","07-3844"
"064329-1428","13-22210-NP"
"101888-0071","10 CV 2038"
"057254-0013","2:09-cv-04914"
"018180-0290","1:14-cv-02028-KBJ"
"059501-0019","160-2006-02712"
"064346-6971","16-008461"
"041173-3037","2:12-cv-03282-KSH-CLW"
"117003-4857","C48AB-2012-50"
"010532-0001","11CV01943DDP"
"061823-0070","56201700503313"
"065716-0007"," BCV-18-100631"
"068812-0013","2:09-cv-00022-JFC"
"031895-0613","24X90346501"
"107045-0036","2018-CA-001914-O"
"064967-0036","SCV243339"
"017161-0246","16-3383"
"049089-0033","06CC10475"
"001482-0126","18-13921"
"105431-0013","19-04006"
"064346-0004","CGC-04-432165"
"020787-0603","06-C-2221KAN"
"039857-0210","09-04164 CW"
"065512-0028","16-00099"
"064318-1997","16-C-672"
"064333-0528","CGC09275353"
"051439-0197","CEC 4181/09"
"064333-7684","C08162ASB"
"020787-0987","2012-4258"
"097057-0080","17STPB08789"
"064345-0183","CGC-06-450299"
"049100-0240","18-1549"
"064336-0179","16-C-133"
"064346-7294","14-C-1240"
"106660-0004"," 17-1139"
"042648-0159","CV0901051 SI"
"020787-8481","14-C-1418 KAN"
"103794-0003","2:14-cv-04324"
"069457-0123","12-62531"
"061201-0094","L-4860-16"
"066469-0004","1220036286"
"065678-0029","RG10510513"
"064346-8281","G.D. 15001078"
"020029-0003","18-00693"
"106334-0016","19 cv 10439"
"025010-8243","2019-CI-05365"
"067717-0001","N/A"
"104907-1457","16-011246"
"009532-0650","1:07-cv-03118"
"097081-0066","A2011682739"
"009532-0507","BC352787"
"064346-5492","14-002343-NP"
"106964-3190","14-15368-NP"
"106965-4079","17-006439-NP"
"048303-0093","01795"
"097060-0066","2:14-cv-7338"
"104305-0008","30201400726689"
"106965-0987","11-C-355"
"064333-2234","CGC08274749"
"064318-0970","15-002321-NP"
"097055-0003","16C9057"
"027283-0300","16-0727"
"009532-1221","C-1-12-784"
"064346-8738","15-0121-NP"
"049100-0229","18-02325-L"
"067696-1316","082219917SEA"
"025010-0161","BC426249"
"063134-0026","CGC-07-463819"
"068068-0035","08-cv-00091"
"117584-0008","30201801039862"
"104907-1656","14-015782"
"069457-6440","1:09-cv-01073"
"066400-0003","05CV010100VAP"
"107033-0114","14-md-02566"
"049673-0764","88-0557"
"064346-1663","10-022269"
"064346-1636","CGC10275685"
"010849-0129","201700934"
"100478-0091","1220058387"
"120580-0001","L-1355-17 "
"115322-0001","54-28275-01,54-28275-02MD, PXB3.07R  "
"064346-3164","2012-3616"
"039821-0277","11CV02976GEB-DEA"
"069700-0059","15-02035 PSG"
"058433-0084","18-cv-20598"
"058074-0061","11-17645"
"031024-0001","14-1607"
"041383-0020","13-1403"
"107046-0226"," 19-cv-5420"
"020787-8630","15-6437-NP"
"031024-0077","RG18894507"
"064318-0093","RG08415543"
"059799-0108","2:13CV02027"
"100383-0158","1:14-cv-04246"
"037492-0101","01-15-0004-0645"
"107004-0004","15-1035 HEA "
"064345-0210","07-4922"
"104555-1000","19-05533"
"002579-0382","16-cv-09416"
"057297-0029","11-cv-00452"
"058074-0118","2:09CV02353RLHPAL"
"116133-0001","14-0899"
"009532-1876","25-RC-213305"
"010601-0053","17-cv-01171"
"067696-1097","CGC07274147"
"106965-2038","140100744"
"064329-2124","15-C-1759"
"064318-0755","14-008244-NP"
"064333-9852","12-C-1391"
"064346-2793","N12C-03-279"
"064346-1509","BC444389"
"001734-0016"," 10146087"
"052776-0127","3:10-cv-03025"
"061895-0014","11-1453 and 11-1452"
"053097-0055","1:10-cv-10379"
"105707-0001","13-1466 "
"064333-5418","11-C-40"
"039556-0048","2:11-CV-09309"
"064338-0203","RG12644778"
"069457-0153","2:14-cv-25505"
"008099-0001","10-58781 CA (42)"
"064329-1877","15-003339-NP"
"009532-1751","16-597"
"002451-0015","10-C-2216"
"064318-1660","16-005713"
"056527-0024","1242597"
"039408-0341","1:12-cv-21702"
"117003-3361","16-C-174"
"064333-6864","G.D. 13-003303"
"063760-0046","16-1283"
"063760-0025","15-CV-0452  15-CV-0451"
"049673-0490","19-cv-04376"
"064333-1979","CGC08274800"
"039857-0257","2111"
"103939-0015","524-2015-00945"
"058074-0361","2016CA011032"
"106966-0081","2006-2336"
"064346-3841","RG13681367"
"020787-8455","14-15368-NP"
"106524-0033","RG12636654 "
"020787-8566","14-49803-NP"
"048766-0133","04-13064 CA 25"
"101117-0015","RIC1800594"
"064346-0415","CGC07274469"
"105692-0001","17 CR 0446"
"064333-7650","BC468445"
"064333-7577","BC468065"
"064346-0321","CGC-05-445599"
"117003-9957","170503704"
"100595-0001","08-05801"
"064346-5982","1406-2844"
"064333-1434","08-0980"
"047520-0457","14-6117"
"002691-0020","18-01973"
"042500-0042","3:12-cv-50274"
"020787-8445","14-49643-NP"
"040699-0238","08-1491"
"020787-1519","24X12000906"
"059716-0034","07910"
"009336-0314","2:14-cv-05999-RK"
"069610-0004","3:09CV0054 D"
"009336-0188","1:11-cv-21561"
"063134-0019","CV-07-0081"
"065386-0011","14-4532"
"117584-0011","30201901057845"
"002451-0021","24X09000508"
"039408-1792","850259/160"
"021288-0660","16-015134"
"101669-0001","BC399990"
"049100-0128","1:13-cv-24321-JEM"
"063134-0078","BC439300"
"009532-2882","119cv00184"
"064346-8682","15-002950-NP"
"064338-0195","CGC11275874"
"010424-0001","2:10-cv-07361"
"068244-0011","18-989"
"068244-0021","19-00013"
"010768-5003","IPR2015-00597"
"064333-8113","BC474481"
"006819-0407","12cv2757"
"001515-0222","C-2016-2525801"
"060718-0026","108CV116856"
"103624-0003","2016-045-L"
"103939-0047","10D-2019-00082"
"068715-0018","12-11146-CK"
"009532-0960","106225"
"045390-0583","16-2546"
"049904-0039","16-632"
"106964-2246","14-C-1474 KAN"
"020787-8465","14-15370-NP"
"059799-0156","17 cv 1012"
"103904-0108","BC593657"
"037492-0168","15-cv-02708"
"009532-0672","07 CV 6652"
"064346-8045","15-C-948"
"039408-0877","1:14-cv-20468"
"048830-0068","05-2009-CA-012716"
"009532-0434","20058510"
"064950-0001","12-1106 & 12-1151"
"009532-3028","34-2019-00262507"
"064346-4780","13-020528"
"020787-9297","16-C-1854"
"027250-0146","18-cv-80459"
"064333-8164","N11C11125ASB"
"000257-0397","15-06261"
"100949-0008","19-968"
"034664-1203","219cv06997"
"107153-0004","16-cv-03652"
"020787-9348","17-C-257 KAN"
"064346-5891","14-C-833"
"101177-0167","18-cv-02074"
"100383-0069","10cv7531"
"065898-0021","CV2010-006631"
"009532-1742","0003870"
"057691-0144","20 cv 217"
"064346-4835","N13C-08-255 ASB"
"020787-8757","15-013568"
"049673-0244","530-2015-04200"
"111118-0053","2019-32072"
"107033-0392","15 cv 760 (JBF)"
"039408-0038","4:10CV01122"
"062590-0006","01 C 2963"
"069436-0003","0922170"
"060272-0108","ESXL911708"
"058074-0212","11-772"
"059961-0015","07 CV 1388"
"064346-1012","37-2008-00098065"
"117000-3244","50-2004-CA-002032"
"062016-0029","5:12-cv-02805"
"058120-0143","30201400762717"
"101994-0002","08 CV 05740"
"097070-0015","306645/18"
"125076-0003"," SCV-265522"
"061712-0014","CIVDS1604650"
"002451-0062","14-49731-NP"
"013678-0090","2:14-cv-11082"
"064346-3404","12-C-2541 KAN"
"066432-0082","18-80728"
"052766-0071","17G-2014-00188"
"025010-8260","19lbcv00570"
"064333-7145","BC461889"
"064346-3674","11-013924-NP"
"118443-0006","wccm540141"
"067696-1679","CGC122760"
"102877-0003","14CV02509"
"067696-1117","CGC07274272"
"064346-2280","11-C-1408"
"064346-8122","14-49809-NP"
"064333-2290","RG08426758"
"097017-0065","08-01261"
"119835-0004","2015 L 006313"
"126063-0001","37-2019-00054326"
"064416-5052","IPR2015-01584"
"022262-0768"," 2:14-cv-00955"
"059799-0070","1:11CV00025SNLJ"
"106964-8696","16-0535-NP"
"064346-8873","BC580695"
"063784-0030","S151225"
"007568-0208","07CV02506"
"001323-0001","09-11-141 JOH"
"064333-0029","CGC-04-433815"
"002902-0003","6449-VCL"
"067696-1090","CGC07274330"
"021288-0375","2015CA000812"
"064909-0003","CIV493118"
"037052-0223","CV10-2542"
"042944-0035","556-2014-00413 "
"064346-0663","RG09438125"
"058502-0020","1-04-CV-023086"
"064346-2086","RG11579926"
"037492-0236","15-cv-2574"
"064346-2245","BC436728"
"025795-0013","SACV0800850"
"067696-1672","RG12641803"
"069457-0146","1:13-cv-133"
"010601-0040","16cv2136"
"100478-0119","30201901066838"
"067696-1821","RG13705628"
"063134-0154","BC666955"
"009532-2382","DC-18-2766"
"053537-0058","B4-0416"
"000615-0001","CV095076SVW"
"020787-2850","12-48685-NP"
"120619-0001","17-854"
"031819-0019","01-19-0002-3608"
"061942-0171","460-2018-04713"
"002579-0333","2:16-cv00067"
"020787-3060","12-48759NP"
"064333-1129","07-3844"
"117003-5204","Dec Term 2014 No 1867"
"118544-0023","18-02241"
"101118-0108","18-1885"
"064346-3898","13-C-966"
"060065-0011","06CC13210"
"011291-0080","18smcv00369"
"066954-0029","663159"
"024127-0063","07-00072-CA 20"
"064346-3225","BC495326"
"049065-0273","CV118217PSG"
"065678-0017","717"
"117003-9225","16-C-1862"
"052715-0671","1345000327"
"064318-2307","16-C-126 KAN"
"032425-0027","15-cv-13329"
"063784-0185","110CV179356 "
"118426-0001","16-2353"
"065379-0002","26-47012"
"025521-0044","09 CV 6053"
"025865-0259","11585"
"064346-7075","14-008420-NP"
"064326-0044","07-1412"
"064346-3588","13-C-22H"
"064333-2962","09C01212ASB"
"117003-1204","Oct Term 2014 No. 03724"
"069457-0093","1:11-cv-01653"
"012308-0201","17-cv-251"
"064333-5147","CL10-02195P-03"
"117003-7088","160401098"
"064333-4308","10CECG01789"
"046335-0127","16-03051"
"064336-0117","15-C-1579"
"064329-0562","11-007828- NP"
"034664-1193","219cv04836"
"020747-0052"," CGC 19-572788"
"064333-4949","CGC10275586"
"064346-4779","BC526181"
"103971-0097","217cv01679DSF"
"063134-0086","BC456130"
"102330-0103","18-5892"
"064346-0730","CGC09275161"
"106964-7382","March Term 2016 No. 02545"
"049089-0041","08-11463"
"039408-0011","30-2009-00125824"
"100677-0005","131131"
"004056-0156","16-02377"
"123345-0001","1210036258"
"037793-0195","1:09-cv-08342"
"022262-0601","4:05-cv-453-Y"
"020787-3269","13-C-131 KAN"
"006819-0431","15-3988"
"067696-2327","16-C-1832 "
"097032-0053","1272100"
"049389-0268","N/A"
"064346-5457","BC533164"
"000032-0016","KC069929"
"064346-7238","14-009847-NP"
"067696-1234","CGC08275017"
"064346-5410","13-007865-NP"
"064346-5887","14-006328-NP"
"067696-1418","CGC10275542"
"020787-7634","13-C-674KAN"
"056417-0039"," 2010-138057U"
"064333-0726","RG09489702"
"051439-0139","07 CV 4985"
"064318-1147","15-012646"
"117003-0877","11-766278"
"104907-1368","16-C-0451"
"064346-0753","CGC08274501"
"108234-0003","Opposition No. 91226754"
"064333-4858","N10C-08-240"
"064333-3427","CGC09275416"
"054467-0012","17-cv-00614"
"009532-0706","30-2008 00053855"
"039408-0765","1119860FJB"
"067654-0063","VARIOUS"
"054321-0205","17 cv 0410"
"012000-0002","30201300674101CUOECXC"
"052776-0104","BC385331"
"063134-0165","34-2018-00230949-CU-WT-GDS"
"064346-3524","13-C-297"
"117003-6033","17-008418"
"064329-1997","15-007351-NP"
"059113-0015","1:07-cv-000425"
"064333-5163","10-C-2122"
"052701-0472","11 cv 2448"
"121719-0007","18-cv-00323"
"035856-0090","00731"
"123732-0001","BC690494"
"020787-8996","16-C-174"
"010601-0038","M-E-1S-16-1033524-E"
"009532-0551","RG06-290945"
"060400-0053","18-00410"
"063331-0101","07-05344"
"066629-0072","FCS030946"
"123574-0001","18-cv-01069"
"067654-0996","24X13000107"
"103512-0001","914bk11776PC"
"064338-0079","CGC06453669"
"032425-0058","SOM-L-001386-18"
"069457-6148","5:09-cv-00018 C"
"105701-0001","3:15-cv-241"
"002579-0191","2:13-cv-00480"
"064318-1021","15-005730-NP"
"067696-1363","CGC09275320"
"018064-0001","2:11-cv-06208"
"119607-0008","18-04657"
"037492-0055","8:12-cv-267"
"064329-1522","14-000019-NP"
"000722-0068","17F-1275889-ADOSH"
"064620-0014","05-06473"
"000407-0001","C0903511 (RS, HRL)"
"020787-2319","BC492719"
"106964-8631","2016-4706"
"064326-0043","07-1363"
"001515-1290","L-1727-10"
"064333-3791","09-017821"
"064346-8160","14-013400-NP"
"011044-0003","BC499656"
"065438-0147","BC525848"
"064333-5355","N10C-11-200 ASB"
"010633-0008","SACV1300438"
"064368-0065","30-2010-00388516"
"051078-0289","19-5748"
"060584-0007","1:05-cv-01125"
"115713-0016","660514"
"034664-1249","011900034200"
"058074-0012","506-CV-78"
"106965-2103","14-C-643KAN"
"060725-0081","460-2018-00208C"
"106964-8358","16-017346 "
"055074-0027","3:12-cv-09022"
"052701-0614","3-1760-19-084"
"053890-0003","3:06-cv-06661"
"107046-0214","19-cv-6439"
"021288-0833","16-C-1779KAN"
"025010-8239","18-CI-00741"
"115943-0001","17-5532"
"064333-6634","213CV01178DSF"
"101118-0055","215CV08895DSF"
"100383-0048","09CV01114JMPOR"
"020787-8351","14-15264-NP"
"000032-0018","18-cv-20516"
"044450-0116","10-cv-5708"
"064329-1604","14-010382"
